,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
2969,FF,2021-09-01,89.9,1.48,6.6,"Miley, Wade",502671,489119,,ball,,,,,11.0,Paul Goldschmidt homers (23) on a fly ball to center field.,R,R,L,CIN,STL,B,,,0,1,2021,-0.42,1.1,-1.04,2.68,,,,1,1,Top,,,,,,,-5.28902937238795,-130.6930722726693,-5.983032497676035,-3.678498603774023,28.59182120796275,-18.456763498532748,3.59,1.71,,,,89.1,2068.0,5.9,632699,571466,458015,663697,519058,571657,621011,571980,592206,54.59,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,166.0,0.0,0.021,,,,-0.021,,0,0,0.525,0.475,34,33,35,34,1,0,5.0,2.0,6.0,0.0,1.73,-0.42,0.42,58.0
2970,FC,2021-09-01,83.9,1.56,6.6,"Miley, Wade",502671,489119,,called_strike,,,,,2.0,Paul Goldschmidt homers (23) on a fly ball to center field.,R,R,L,CIN,STL,S,,,0,0,2021,-0.62,0.36,-0.21,3.07,,,,1,1,Top,,,,,,,-2.865989595072348,-122.20695676579876,-2.528199091332271,-5.676933609571101,22.8051816560498,-28.254888097819908,3.49,1.67,,,,83.6,2212.0,5.9,632699,571466,458015,663697,519058,571657,621011,571980,592206,54.58,,,,,,,,2,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,188.0,0.0,-0.027,,,,0.027,,0,0,0.525,0.475,34,33,35,34,1,0,5.0,2.0,6.0,0.0,2.86,-0.62,0.62,54.7
2971,CH,2021-09-01,82.1,2.01,6.27,"Miley, Wade",669242,489119,field_out,hit_into_play,,,,,8.0,"Tommy Edman grounds out, third baseman Mike Moustakas to first baseman Joey Votto.",R,R,L,CIN,STL,X,5.0,ground_ball,0,1,2021,0.96,0.27,0.21,1.44,,,,0,1,Top,102.83,166.44,,,,,-5.894955053058954,-119.4332921468445,-4.888798296404166,10.357239934348302,22.52908957210589,-28.865813578807828,3.3,1.5,2.0,82.7,-34.0,81.7,1743.0,6.0,632699,571466,458015,663697,519058,571657,621011,571980,592206,54.52,0.06,0.078,0.0,1.0,0.0,0.0,2.0,1,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,120.0,0.025,-0.203,,,0.065,0.203,88.0,0,0,0.5,0.5,34,26,35,26,1,0,5.0,2.0,6.0,0.0,3.11,0.96,-0.96,47.9
2972,FC,2021-09-01,83.5,1.65,6.63,"Miley, Wade",669242,489119,,called_strike,,,,,2.0,"Tommy Edman grounds out, third baseman Mike Moustakas to first baseman Joey Votto.",R,R,L,CIN,STL,S,,,0,0,2021,-0.44,0.26,0.19,3.11,,,,0,1,Top,,,,,,,-2.485073389479354,-121.62658615090788,-2.1938365394075965,-3.897246375676269,22.644274286955334,-29.410247969799336,3.47,1.49,,,,83.0,2205.0,5.8,632699,571466,458015,663697,519058,571657,621011,571980,592206,54.68,,,,,,,,1,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,195.0,0.0,-0.038,,,,0.038,,0,0,0.5,0.5,34,26,35,26,1,0,5.0,2.0,6.0,0.0,2.99,-0.44,0.44,56.6
2973,FC,2021-08-27,86.7,1.67,6.41,"Miley, Wade",656371,489119,field_out,hit_into_play,,,,,2.0,Isan Diaz grounds out to first baseman Joey Votto.,R,L,L,MIA,CIN,X,3.0,ground_ball,1,0,2021,-0.16,0.56,0.0,2.82,,650559.0,,2,7,Bot,150.61,171.34,,,,,-3.651238661894196,-126.30991830965696,-3.548210522867403,-1.044639802571984,24.849221859655472,-25.646992715834383,3.32,1.51,3.0,78.7,-46.0,86.6,2131.0,6.1,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.4,0.109,0.089,0.0,1.0,0.0,0.0,2.0,57,2,Cutter,0,5,0,5,5,0,0,5,Infield shade,Standard,175.0,-0.009,-0.342,,,0.109,0.342,88.0,-5,-5,0.024,0.024,34,25,35,25,3,0,6.0,1.0,5.0,1.0,2.45,-0.16,-0.16,54.9
2974,FC,2021-08-27,85.8,1.72,6.38,"Miley, Wade",656371,489119,,blocked_ball,,,,,13.0,Isan Diaz grounds out to first baseman Joey Votto.,R,L,L,MIA,CIN,B,,,0,0,2021,-0.31,0.59,-1.81,0.38,,650559.0,,2,7,Bot,,,,,,,-7.683132300052235,-124.54755324814994,-9.089447542443608,-1.669415270620873,25.169130076466622,-24.2993996195923,3.21,1.51,,,,85.5,2210.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.25,,,,,,,,57,1,Cutter,0,5,0,5,5,0,0,5,Infield shade,Standard,167.0,0.0,0.025,,,,-0.025,,-5,-5,0.024,0.024,34,25,35,25,3,0,6.0,1.0,5.0,1.0,2.52,-0.31,-0.31,55.2
2975,FC,2021-08-27,83.0,1.87,6.36,"Miley, Wade",656577,489119,field_out,hit_into_play,,,,,14.0,Alex Jackson flies out to right fielder Nick Castellanos.,R,R,L,MIA,CIN,X,9.0,fly_ball,2,2,2021,-0.42,0.28,1.39,2.31,,650559.0,,1,7,Bot,171.83,122.03,,,,,-0.2662969668298306,-120.9640773803273,-3.3592161586360145,-4.07058136828953,22.85922935049424,-29.024515920504268,3.47,1.59,224.0,75.3,49.0,82.8,2121.0,6.0,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.52,0.117,0.124,0.0,1.0,0.0,0.0,3.0,56,6,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,198.0,-0.014,-0.289,,,0.168,0.289,88.0,-5,-5,0.038,0.038,34,25,35,26,3,2,6.0,1.0,5.0,1.0,3.01,-0.42,0.42,53.1
2976,FF,2021-08-27,90.1,1.6,6.44,"Miley, Wade",656577,489119,,ball,,,,,11.0,Alex Jackson flies out to right fielder Nick Castellanos.,R,R,L,MIA,CIN,B,,,1,2,2021,0.26,1.28,-0.85,4.28,,650559.0,,1,7,Bot,,,,,,,-6.592403916765816,-131.01686443740886,-2.0823897033235763,4.423581250112848,29.0820331861262,-17.20871961427825,3.45,1.59,,,,89.7,2123.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.32,,,,,,,,56,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,152.0,0.0,0.046,,,,-0.046,,-5,-5,0.038,0.038,34,25,35,26,3,2,6.0,1.0,5.0,1.0,1.54,0.26,-0.26,55.9
2977,CH,2021-08-27,82.6,2.15,6.12,"Miley, Wade",656577,489119,,foul,,,,,14.0,Alex Jackson flies out to right fielder Nick Castellanos.,R,R,L,MIA,CIN,S,,,1,2,2021,1.4,0.34,0.85,1.33,,650559.0,,1,7,Bot,,,,,,,-5.68664600886755,-120.05710575570536,-5.026591285392954,14.682176507194228,23.68357835191938,-28.118240107677934,3.47,1.59,,,,82.4,1725.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.23,,,,,,,,56,4,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,127.0,0.0,0.0,,,,0.0,,-5,-5,0.038,0.038,34,25,35,26,3,2,6.0,1.0,5.0,1.0,3.02,1.4,-1.4,46.1
2978,FC,2021-08-27,86.4,1.7,6.45,"Miley, Wade",656577,489119,,foul,,,,,11.0,Alex Jackson flies out to right fielder Nick Castellanos.,R,R,L,MIA,CIN,S,,,1,1,2021,-0.23,0.58,-1.24,2.57,,650559.0,,1,7,Bot,,,,,,,-6.5088123719742965,-125.62926181095214,-4.163782696531747,-1.0451619399640415,27.459369686385607,-25.35317613207722,3.47,1.59,9.0,81.8,-15.0,86.0,2156.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.26,,,,,,,,56,3,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,169.0,0.0,-0.072,,,,0.072,88.0,-5,-5,0.038,0.038,34,25,35,26,3,2,6.0,1.0,5.0,1.0,2.5,-0.23,0.23,57.3
2979,CH,2021-08-27,82.2,1.92,6.21,"Miley, Wade",656577,489119,,ball,,,,,13.0,Alex Jackson flies out to right fielder Nick Castellanos.,R,R,L,MIA,CIN,B,,,0,1,2021,1.18,0.3,-0.23,0.98,,650559.0,,1,7,Bot,,,,,,,-7.146502567611965,-119.34392436616012,-5.8332792051856615,12.69653091048172,24.148988299610163,-28.31796752651205,3.45,1.59,,,,81.8,1791.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.23,,,,,,,,56,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,130.0,0.0,0.031,,,,-0.031,,-5,-5,0.038,0.038,34,25,35,26,3,2,6.0,1.0,5.0,1.0,3.1,1.18,-1.18,50.1
2980,FC,2021-08-27,84.4,1.8,6.48,"Miley, Wade",656577,489119,,swinging_strike,,,,,1.0,Alex Jackson flies out to right fielder Nick Castellanos.,R,R,L,MIA,CIN,S,,,0,0,2021,-0.41,0.56,-0.66,3.35,,650559.0,,1,7,Bot,,,,,,,-4.894005109834197,-122.84336302361596,-1.9921811965667,-3.0878473381972733,26.225643614603943,-26.30119767753922,3.47,1.59,,,,84.0,2127.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.34,,,,,,,,56,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,189.0,0.0,-0.046,,,,0.046,,-5,-5,0.038,0.038,34,25,35,26,3,2,6.0,1.0,5.0,1.0,2.65,-0.41,0.41,53.6
2981,SI,2021-08-27,89.7,2.03,6.11,"Miley, Wade",650559,489119,double,hit_into_play,,,,,7.0,Bryan De La Cruz doubles (5) on a sharp line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,X,7.0,line_drive,2,2,2021,1.35,0.79,-0.65,1.91,,,,1,7,Bot,57.27,49.73,,,,,-9.4255331858234,-130.19895818885854,-6.055400362727131,17.264264675878437,26.814426103580526,-22.027082631332732,3.47,1.59,367.0,107.9,17.0,89.5,1949.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.21,0.68,0.864,1.25,1.0,1.0,1.0,6.0,55,6,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,144.0,0.014,0.432,,,1.383,-0.432,107.9,-5,-5,0.024,0.024,34,24,35,25,3,2,6.0,1.0,5.0,1.0,2.05,1.35,-1.35,45.6
2982,SI,2021-08-27,89.3,2.12,6.12,"Miley, Wade",650559,489119,,foul,,,,,7.0,Bryan De La Cruz doubles (5) on a sharp line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,S,,,2,2,2021,1.37,0.83,-0.77,1.66,,,,1,7,Bot,,,,,,,-9.964123173728046,-129.5445458246006,-6.674841602494541,17.483836527205508,26.634514470284444,-21.548994531265304,3.47,1.59,145.0,72.2,16.0,89.1,2026.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.23,,,,,,,,55,5,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,147.0,0.0,0.0,,,,0.0,88.0,-5,-5,0.024,0.024,34,24,35,25,3,2,6.0,1.0,5.0,1.0,2.04,1.37,-1.37,49.0
2983,CH,2021-08-27,81.0,2.12,5.94,"Miley, Wade",650559,489119,,ball,,,,,13.0,Bryan De La Cruz doubles (5) on a sharp line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,B,,,1,2,2021,1.45,0.44,-0.33,-0.16,,,,1,7,Bot,,,,,,,-8.190755832970812,-117.45222297338675,-7.710155169765603,15.010934966307738,23.911607206550386,-26.67362816936752,3.47,1.59,,,,80.4,1779.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.24,,,,,,,,55,4,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,119.0,0.0,0.028,,,,-0.028,,-5,-5,0.024,0.024,34,24,35,25,3,2,6.0,1.0,5.0,1.0,3.08,1.45,-1.45,44.5
2984,CH,2021-08-27,82.1,2.17,6.04,"Miley, Wade",650559,489119,,swinging_strike,,,,,14.0,Bryan De La Cruz doubles (5) on a sharp line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,S,,,1,1,2021,1.31,0.67,0.8,1.13,,,,1,7,Bot,,,,,,,-5.606734424991684,-119.38765135486749,-5.803785526632772,13.635174905432144,23.855975904704287,-24.862244339975124,3.47,1.59,,,,81.6,1697.0,6.1,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.42,,,,,,,,55,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,126.0,0.0,-0.043,,,,0.043,,-5,-5,0.024,0.024,34,24,35,25,3,2,6.0,1.0,5.0,1.0,2.73,1.31,-1.31,45.7
2985,CH,2021-08-27,81.5,2.21,6.22,"Miley, Wade",650559,489119,,called_strike,,,,,9.0,Bryan De La Cruz doubles (5) on a sharp line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,S,,,1,0,2021,1.41,0.54,0.32,1.71,,,,1,7,Bot,,,,,,,-6.907440742187109,-118.35726063451663,-4.496920239035797,14.587571511122157,24.501050314739864,-26.412069491983527,3.61,1.59,,,,80.9,1765.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.35,,,,,,,,55,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,131.0,0.0,-0.032,,,,0.032,,-5,-5,0.024,0.024,34,24,35,25,3,2,6.0,1.0,5.0,1.0,2.93,1.41,-1.41,49.3
2986,SI,2021-08-27,88.4,1.92,6.23,"Miley, Wade",650559,489119,,ball,,,,,1.0,Bryan De La Cruz doubles (5) on a sharp line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,B,,,0,0,2021,1.29,0.93,-0.61,3.57,,,,1,7,Bot,,,,,,,-8.83245408211463,-128.40575875788545,-2.3005851955964336,16.183069120936864,28.10728412925288,-21.60255147227763,3.45,1.59,,,,88.0,1918.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.22,,,,,,,,55,1,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,143.0,0.0,0.026,,,,-0.026,,-5,-5,0.024,0.024,34,24,35,25,3,2,6.0,1.0,5.0,1.0,2.01,1.29,-1.29,47.7
2987,SL,2021-08-27,77.7,2.09,6.25,"Miley, Wade",660821,489119,field_out,hit_into_play,,,,,7.0,Jesus Sanchez flies out to center fielder Tyler Naquin.,R,L,L,MIA,CIN,X,8.0,fly_ball,0,0,2021,-1.37,0.19,-0.56,1.89,,,,0,7,Bot,143.26,87.93,,,,,-3.14473420685429,-113.04792020964372,-2.6311923499820056,-10.893329176831491,24.577834690741195,-30.27588150912329,3.49,1.6,280.0,76.7,32.0,76.7,2299.0,6.0,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.47,0.123,0.115,0.0,1.0,0.0,0.0,3.0,54,1,Slider,0,5,0,5,5,0,0,5,Infield shade,Standard,283.0,-0.009,-0.241,,,0.156,0.241,88.0,-5,-5,0.033,0.033,34,23,35,24,3,2,6.0,1.0,5.0,1.0,3.65,-1.37,-1.37,50.2
2988,FF,2021-08-27,91.2,1.67,6.38,"Miley, Wade",605119,489119,strikeout,called_strike,,,,,4.0,Brian Anderson called out on strikes.,R,R,L,MIA,CIN,S,2.0,,3,2,2021,0.39,1.46,-0.77,2.2,,,542583.0,2,6,Bot,,,,,,,-6.977590905778984,-132.43420085325076,-7.702123326135354,6.1555823635106846,29.73081069427442,-13.453008128908994,3.32,1.6,,,,91.0,2098.0,6.4,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.1,,0.0,0.0,1.0,0.0,0.0,,50,6,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,156.0,-0.009,-0.264,,,,0.264,,-5,-5,0.037,0.037,34,28,35,28,3,2,6.0,1.0,5.0,1.0,1.3,0.39,-0.39,55.4
2989,FF,2021-08-27,91.2,1.64,6.48,"Miley, Wade",605119,489119,,ball,,,,,11.0,Brian Anderson called out on strikes.,R,R,L,MIA,CIN,B,,,2,2,2021,0.24,1.59,-0.81,3.51,,,542583.0,2,6,Bot,,,,,,,-6.634371221375812,-132.64979346402333,-4.943692378070606,4.340422646394747,29.987274088950457,-12.560033672756331,3.31,1.6,,,,90.7,2179.0,6.1,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.36,,,,,,,,50,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,153.0,0.0,0.072,,,,-0.072,,-5,-5,0.037,0.037,34,28,35,28,3,2,6.0,1.0,5.0,1.0,1.17,0.24,-0.24,58.2
2990,FC,2021-08-27,83.7,2.08,6.29,"Miley, Wade",605119,489119,,ball,,,,,14.0,Brian Anderson called out on strikes.,R,R,L,MIA,CIN,B,,,1,2,2021,0.09,0.56,1.7,1.23,,,542583.0,2,6,Bot,,,,,,,-1.0516341401632738,-121.82399701775704,-6.355559862754978,1.0576350794589626,23.432480242278807,-25.58196555955525,3.26,1.6,,,,83.6,2148.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.33,,,,,,,,50,4,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,179.0,0.0,0.037,,,,-0.037,,-5,-5,0.037,0.037,34,28,35,28,3,2,6.0,1.0,5.0,1.0,2.69,0.09,-0.09,49.3
2991,CH,2021-08-27,81.5,2.29,5.9,"Miley, Wade",605119,489119,,ball,,,,,14.0,Brian Anderson called out on strikes.,R,R,L,MIA,CIN,B,,,0,2,2021,1.47,0.39,0.69,0.74,,,542583.0,2,6,Bot,,,,,,,-6.396224602347504,-118.35708593197047,-5.696709745596172,15.058029391358684,23.31356169296876,-27.574412096827988,3.33,1.6,,,,81.1,1680.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.31,,,,,,,,50,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,124.0,0.0,0.017,,,,-0.017,,-5,-5,0.037,0.037,34,28,35,28,3,2,6.0,1.0,5.0,1.0,3.06,1.47,-1.47,42.3
2992,CU,2021-08-27,71.5,1.88,6.31,"Miley, Wade",605119,489119,,swinging_strike,,,,,14.0,Brian Anderson called out on strikes.,R,R,L,MIA,CIN,S,,,0,1,2021,-1.04,-1.02,0.6,1.03,,,542583.0,2,6,Bot,,,,,,,-0.7696955402017572,-104.00906954232676,-1.0625139751683654,-7.308487348412596,20.069312740882182,-39.51762798222941,3.49,1.6,,,,70.9,2289.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.32,,,,,,,,50,2,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,322.0,0.0,-0.047,,,,0.047,,-5,-5,0.037,0.037,34,28,35,28,3,2,6.0,1.0,5.0,1.0,5.53,-1.04,1.04,56.7
2993,CU,2021-08-27,75.9,1.94,6.25,"Miley, Wade",605119,489119,,foul_tip,,,,,8.0,Brian Anderson called out on strikes.,R,R,L,MIA,CIN,S,,,0,0,2021,-0.56,-0.93,0.07,2.08,,,542583.0,2,6,Bot,,,,,,,-2.906648924002346,-110.47200931595296,0.0783685316496523,-3.950629031976952,21.753296908575216,-39.94382487583973,3.49,1.6,,,,75.4,2379.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.35,,,,,,,,50,1,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,313.0,0.0,-0.042,,,,0.042,,-5,-5,0.037,0.037,34,28,35,28,3,2,6.0,1.0,5.0,1.0,4.91,-0.56,0.56,53.0
2994,FC,2021-08-27,86.7,1.62,6.41,"Miley, Wade",595751,489119,field_out,hit_into_play,,,,,13.0,Jorge Alfaro pops out to first baseman Joey Votto.,R,R,L,MIA,CIN,X,3.0,popup,0,0,2021,0.0,0.72,-1.05,2.37,,,542583.0,1,6,Bot,154.21,168.57,,,,,-6.371815700329144,-126.02997794060929,-4.903731659449521,1.2947156464373808,25.81181380453901,-23.640591785222934,3.49,1.6,108.0,76.8,72.0,86.5,2114.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.25,0.003,0.003,0.0,1.0,0.0,0.0,3.0,49,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,173.0,-0.014,-0.307,,,0.003,0.307,88.0,-5,-5,0.051,0.051,34,28,35,28,3,2,6.0,1.0,5.0,1.0,2.32,0.0,0.0,53.8
2995,FF,2021-08-27,91.0,1.69,6.45,"Miley, Wade",542583,489119,single,hit_into_play,,,,,4.0,Jesus Aguilar singles on a line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,X,7.0,line_drive,3,2,2021,0.34,1.55,-0.77,2.57,,,,1,6,Bot,56.45,117.26,,,,,-6.873854796272285,-132.2656375089526,-7.107085658287253,5.471956627275881,29.400730678873902,-12.655604954108162,3.49,1.6,171.0,84.3,14.0,90.7,2260.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.24,0.851,0.814,0.9,1.0,1.0,0.0,4.0,48,6,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,156.0,0.013,0.213,,,0.994,-0.213,88.0,-5,-5,0.038,0.038,34,31,35,31,3,2,6.0,1.0,5.0,1.0,1.22,0.34,-0.34,56.2
2996,FF,2021-08-27,90.2,1.85,6.35,"Miley, Wade",542583,489119,,called_strike,,,,,13.0,Jesus Aguilar singles on a line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,S,,,3,1,2021,0.52,1.59,-0.93,1.68,,,,1,6,Bot,,,,,,,-7.993378544090833,-130.8386577873914,-8.954829987575156,7.676324336813131,29.088288160895228,-12.141751160935517,3.63,1.78,,,,89.8,2344.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.18,,,,,,,,48,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,146.0,0.0,-0.065,,,,0.065,,-5,-5,0.038,0.038,34,31,35,31,3,2,6.0,1.0,5.0,1.0,1.24,0.52,-0.52,53.4
2997,SL,2021-08-27,79.1,2.36,5.99,"Miley, Wade",542583,489119,,ball,,,,,13.0,Jesus Aguilar singles on a line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,B,,,2,1,2021,-1.21,0.46,-0.78,1.09,,,,1,6,Bot,,,,,,,-4.584170631510048,-114.98707657101956,-4.641293971273333,-9.71833757741978,23.84940411496952,-27.43348082164321,3.56,1.6,,,,78.5,2413.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.29,,,,,,,,48,4,Slider,0,5,0,5,5,0,0,5,Standard,Standard,293.0,0.0,0.083,,,,-0.083,,-5,-5,0.038,0.038,34,31,35,31,3,2,6.0,1.0,5.0,1.0,3.23,-1.21,1.21,43.9
2998,SL,2021-08-27,79.9,2.41,5.92,"Miley, Wade",542583,489119,,ball,,,,,13.0,Jesus Aguilar singles on a line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,B,,,1,1,2021,-1.07,0.64,-1.53,1.06,,,,1,6,Bot,,,,,,,-6.633588726259341,-116.078231811189,-5.095547659460701,-8.248219346932377,23.991315349903367,-25.634031883801136,3.51,1.6,,,,79.4,2381.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.24,,,,,,,,48,3,Slider,0,5,0,5,5,0,0,5,Standard,Standard,282.0,0.0,0.038,,,,-0.038,,-5,-5,0.038,0.038,34,31,35,31,3,2,6.0,1.0,5.0,1.0,2.98,-1.07,1.07,41.5
2999,CH,2021-08-27,81.4,2.17,6.0,"Miley, Wade",542583,489119,,ball,,,,,14.0,Jesus Aguilar singles on a line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,B,,,0,1,2021,1.58,0.95,0.9,1.02,,,,1,6,Bot,,,,,,,-5.8542276487085845,-118.26625572183336,-6.330308989776663,15.907957400578184,24.006338211411137,-22.22849317734264,3.58,1.6,,,,81.0,1950.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.25,,,,,,,,48,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,120.0,0.0,0.021,,,,-0.021,,-5,-5,0.038,0.038,34,31,35,31,3,2,6.0,1.0,5.0,1.0,2.52,1.58,-1.58,45.2
3000,CU,2021-08-27,76.2,1.9,6.39,"Miley, Wade",542583,489119,,called_strike,,,,,5.0,Jesus Aguilar singles on a line drive to left fielder Aristides Aquino.,R,R,L,MIA,CIN,S,,,0,0,2021,-0.69,-0.54,-0.15,2.52,,,,1,6,Bot,,,,,,,-3.055339225361955,-110.91633725934972,-0.0571729308144561,-5.050099027766738,21.996171741864725,-36.80657838222533,3.55,1.6,,,,75.5,2465.0,6.0,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.49,,,,,,,,48,1,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,311.0,0.0,-0.027,,,,0.027,,-5,-5,0.038,0.038,34,31,35,31,3,2,6.0,1.0,5.0,1.0,4.5,-0.69,0.69,52.0
3001,FC,2021-08-27,86.6,1.78,6.38,"Miley, Wade",665862,489119,field_out,hit_into_play,,,,,7.0,"Jazz Chisholm grounds out, third baseman Mike Moustakas to first baseman Joey Votto.",R,L,L,MIA,CIN,X,5.0,ground_ball,0,1,2021,-0.28,0.74,-0.75,1.89,,,,0,6,Bot,109.31,166.35,,,,,-5.456411825039754,-125.92893406069128,-6.009355904237422,-1.883032945445927,25.907907396266857,-23.27700760771112,3.32,1.51,15.0,79.2,-6.0,86.5,2284.0,6.3,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.18,0.086,0.099,0.0,1.0,0.0,0.0,2.0,47,2,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,169.0,-0.012,-0.203,,,0.086,0.203,88.0,-5,-5,0.05,0.05,34,23,35,23,3,2,6.0,1.0,5.0,1.0,2.31,-0.28,-0.28,54.8
3002,FC,2021-08-27,85.2,1.69,6.42,"Miley, Wade",665862,489119,,called_strike,,,,,7.0,"Jazz Chisholm grounds out, third baseman Mike Moustakas to first baseman Joey Votto.",R,L,L,MIA,CIN,S,,,0,0,2021,-0.1,0.69,-0.28,1.67,,,,0,6,Bot,,,,,,,-4.409118376467496,-123.95470038987052,-6.194295517364471,-0.1470828359550534,25.89618261312525,-24.003020970384583,3.42,1.51,,,,84.8,2230.0,6.2,632742,571466,458015,663697,519058,571657,606157,571980,592206,54.34,,,,,,,,47,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,172.0,0.0,-0.038,,,,0.038,,-5,-5,0.05,0.05,34,23,35,23,3,2,6.0,1.0,5.0,1.0,2.46,-0.1,-0.1,53.2
