,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
3003,CH,2021-08-27,83.0,2.15,6.2,"Miley, Wade",500743,489119,field_out,hit_into_play,,,,,9.0,Miguel Rojas lines out to shortstop Kyle Farmer.,R,R,L,MIA,CIN,X,6.0,line_drive,1,1,2021,1.55,0.62,0.57,1.87,,,506702.0,2,5,Bot,103.09,141.17,,,,,-6.61908079798934,-120.52456975455506,-4.518027205697177,16.415729204808688,26.802299043398264,-25.443158663415883,3.37,1.53,160.0,82.5,13.0,82.3,1801.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.23,0.637,0.575,0.0,1.0,0.0,0.0,4.0,42,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,133.0,-0.011,-0.215,,,0.709,0.215,88.0,-5,-5,0.053,0.053,34,32,35,32,3,2,6.0,1.0,5.0,1.0,2.75,1.55,-1.55,49.1
3004,CH,2021-08-27,83.1,2.33,6.09,"Miley, Wade",500743,489119,,ball,,,,,14.0,Miguel Rojas lines out to shortstop Kyle Farmer.,R,R,L,MIA,CIN,B,,,0,1,2021,1.45,0.54,1.65,1.92,,,506702.0,2,5,Bot,,,,,,,-4.400546222603822,-120.90453718894696,-4.056017918606338,15.085241328733629,26.568549472231965,-26.31396357429512,3.26,1.53,,,,82.6,1757.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.24,,,,,,,,42,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,129.0,0.0,0.029,,,,-0.029,,-5,-5,0.053,0.053,34,32,35,32,3,2,6.0,1.0,5.0,1.0,2.8,1.45,-1.45,46.0
3005,CH,2021-08-27,83.4,1.98,6.15,"Miley, Wade",500743,489119,,called_strike,,,,,7.0,Miguel Rojas lines out to shortstop Kyle Farmer.,R,R,L,MIA,CIN,S,,,0,0,2021,1.5,0.47,-0.36,1.48,,,506702.0,2,5,Bot,,,,,,,-8.324084556726252,-121.03750008908185,-5.119493150153985,16.431888581553228,26.425717876129116,-26.65504351574349,3.24,1.53,,,,82.8,1764.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.17,,,,,,,,42,1,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,132.0,0.0,-0.042,,,,0.042,,-5,-5,0.053,0.053,34,32,35,32,3,2,6.0,1.0,5.0,1.0,2.86,1.5,-1.5,49.8
3006,FC,2021-08-27,85.3,1.68,6.36,"Miley, Wade",506702,489119,single,hit_into_play,,,,,4.0,Sandy Leon singles on a line drive to left fielder Max Schrock.,R,R,L,MIA,CIN,X,7.0,line_drive,2,1,2021,-0.29,0.84,-0.4,2.16,,,,2,5,Bot,47.74,104.85,,,,,-4.309633876229388,-124.11950326948848,-5.249201768224568,-2.0866933934840906,25.15345109143595,-22.65728499947282,3.3,1.5,225.0,95.9,17.0,85.1,2242.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.29,0.529,0.536,0.9,1.0,1.0,0.0,4.0,41,4,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,169.0,0.007,0.106,,,0.725,-0.106,95.9,-5,-5,0.046,0.046,34,32,35,32,2,0,6.0,5.0,5.0,2.0,2.3,-0.29,0.29,55.6
3007,CH,2021-08-27,83.0,2.08,6.15,"Miley, Wade",506702,489119,,ball,,,,,14.0,Sandy Leon singles on a line drive to left fielder Max Schrock.,R,R,L,MIA,CIN,B,,,1,1,2021,1.5,0.69,0.78,1.26,,,,2,5,Bot,,,,,,,-5.917956790091529,-120.59959496300029,-5.998370756302492,15.83547877059334,24.87452673972943,-24.40929756406301,3.28,1.5,,,,82.6,1778.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.25,,,,,,,,41,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,129.0,0.0,0.02,,,,-0.02,,-5,-5,0.046,0.046,34,32,35,32,2,0,6.0,5.0,5.0,2.0,2.64,1.5,-1.5,49.6
3008,CH,2021-08-27,82.9,2.12,6.22,"Miley, Wade",506702,489119,,swinging_strike,,,,,14.0,Sandy Leon singles on a line drive to left fielder Max Schrock.,R,R,L,MIA,CIN,S,,,1,0,2021,1.5,0.61,0.87,1.66,,,,2,5,Bot,,,,,,,-5.786438684985246,-120.48676606132364,-5.094811967747885,15.755805788489448,25.015303645724742,-25.36389652299467,3.3,1.5,,,,82.6,1859.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.18,,,,,,,,41,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,133.0,0.0,-0.02,,,,0.02,,-5,-5,0.046,0.046,34,32,35,32,2,0,6.0,5.0,5.0,2.0,2.73,1.5,-1.5,49.6
3009,SL,2021-08-27,80.2,2.18,6.12,"Miley, Wade",506702,489119,,ball,,,,,11.0,Sandy Leon singles on a line drive to left fielder Max Schrock.,R,R,L,MIA,CIN,B,,,0,0,2021,-0.44,0.97,-0.99,2.69,,,,2,5,Bot,,,,,,,-6.130381342627451,-116.5443021879869,-2.626652775846813,-2.6955704292468847,24.72105647363832,-23.055315503860303,3.32,1.5,,,,79.4,2305.0,6.1,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.38,,,,,,,,41,1,Slider,0,5,0,5,5,0,0,5,Standard,Standard,287.0,0.0,0.016,,,,-0.016,,-5,-5,0.046,0.046,34,32,35,32,2,0,6.0,5.0,5.0,2.0,2.62,-0.44,0.44,47.3
3010,CH,2021-08-27,83.9,2.07,6.2,"Miley, Wade",656577,489119,field_out,hit_into_play,,,,,14.0,Alex Jackson lines out to second baseman Jonathan India.,R,R,L,MIA,CIN,X,4.0,line_drive,2,2,2021,1.43,0.79,1.15,1.81,,,,1,5,Bot,137.84,126.88,,,,,-4.9521836697989565,-121.95262285768794,-5.260083314117232,15.247905338786389,25.06135390275993,-23.44668817400965,3.47,1.59,187.0,94.6,11.0,83.6,1793.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.25,0.783,0.728,0.0,1.0,0.0,0.0,4.0,40,5,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,125.0,-0.008,-0.142,,,0.888,0.142,94.6,-5,-5,0.054,0.054,34,25,35,26,2,1,6.0,1.0,5.0,1.0,2.47,1.43,-1.43,47.6
3011,CH,2021-08-27,83.0,2.0,6.21,"Miley, Wade",656577,489119,,swinging_strike,,,,,9.0,Alex Jackson lines out to second baseman Jonathan India.,R,R,L,MIA,CIN,S,,,2,1,2021,1.44,0.87,0.72,1.82,,,,1,5,Bot,,,,,,,-5.732445700074458,-120.71538414960747,-5.2426099650617575,15.19555783237922,24.32902672168092,-22.823224375337663,3.47,1.59,,,,82.7,1820.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.28,,,,,,,,40,4,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,132.0,0.0,-0.053,,,,0.053,,-5,-5,0.054,0.054,34,25,35,26,2,1,6.0,1.0,5.0,1.0,2.45,1.44,-1.44,49.4
3012,CH,2021-08-27,82.6,2.18,6.15,"Miley, Wade",656577,489119,,ball,,,,,13.0,Alex Jackson lines out to second baseman Jonathan India.,R,R,L,MIA,CIN,B,,,1,1,2021,1.7,0.73,-0.18,-0.25,,,,1,5,Bot,,,,,,,-8.631294647014512,-119.63388613068604,-9.335557775778438,18.048586710587,24.740962126974072,-23.377447205560056,3.48,1.59,,,,81.8,1800.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.3,,,,,,,,40,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,121.0,0.0,0.038,,,,-0.038,,-5,-5,0.054,0.054,34,25,35,26,2,1,6.0,1.0,5.0,1.0,2.66,1.7,-1.7,47.5
3013,CH,2021-08-27,81.0,2.1,6.27,"Miley, Wade",656577,489119,,ball,,,,,14.0,Alex Jackson lines out to second baseman Jonathan India.,R,R,L,MIA,CIN,B,,,0,1,2021,1.64,0.82,0.67,1.6,,,,1,5,Bot,,,,,,,-6.298400050709143,-117.681208218995,-5.290571863201893,16.44305373550693,24.13034280355645,-23.750636465058506,3.53,1.72,,,,80.5,1871.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.31,,,,,,,,40,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,129.0,0.0,0.021,,,,-0.021,,-5,-5,0.054,0.054,34,25,35,26,2,1,6.0,1.0,5.0,1.0,2.69,1.64,-1.64,49.6
3014,CU,2021-08-27,74.0,1.73,6.47,"Miley, Wade",656577,489119,,foul,,,,,2.0,Alex Jackson lines out to second baseman Jonathan India.,R,R,L,MIA,CIN,S,,,0,0,2021,-0.89,-0.38,0.28,3.13,,,,1,5,Bot,,,,,,,-1.4011234636490228,-107.69782478423814,1.1444568691970085,-6.648017096279049,19.83693607864204,-35.569320420899494,3.47,1.59,181.0,79.5,65.0,73.4,2356.0,5.9,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.57,,,,,,,,40,1,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,315.0,0.0,-0.027,,,,0.027,88.0,-5,-5,0.054,0.054,34,25,35,26,2,1,6.0,1.0,5.0,1.0,4.56,-0.89,0.89,56.9
3015,FC,2021-08-27,85.8,1.68,6.6,"Miley, Wade",650559,489119,field_out,hit_into_play,,,,,11.0,Bryan De La Cruz lines out to shortstop Kyle Farmer.,R,R,L,MIA,CIN,X,6.0,line_drive,0,1,2021,-0.43,0.66,-0.77,3.63,,,,0,5,Bot,112.88,143.95,,,,,-4.930346355838859,-124.93461927791454,-2.111187820170722,-3.5147014858943564,24.55339245256261,-25.072300435459606,3.47,1.59,147.0,55.2,25.0,85.7,2233.0,6.1,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.37,0.289,0.26,0.0,1.0,0.0,0.0,1.0,39,2,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,180.0,-0.013,-0.203,,,0.289,0.203,88.0,-5,-5,0.067,0.067,34,24,35,25,2,1,6.0,1.0,5.0,1.0,2.43,-0.43,0.43,58.4
3016,FC,2021-08-27,84.8,1.69,6.57,"Miley, Wade",650559,489119,,called_strike,,,,,1.0,Bryan De La Cruz lines out to shortstop Kyle Farmer.,R,R,L,MIA,CIN,S,,,0,0,2021,-0.14,0.87,-0.36,3.62,,,,0,5,Bot,,,,,,,-4.49126816927212,-123.497926046579,-2.3141713247202773,-0.5394173064466442,24.95738444910596,-23.00501621764468,3.57,1.83,,,,84.4,2242.0,6.0,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.49,,,,,,,,39,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,174.0,0.0,-0.038,,,,0.038,,-5,-5,0.067,0.067,34,24,35,25,2,1,6.0,1.0,5.0,1.0,2.3,-0.14,0.14,58.6
3017,FC,2021-08-27,85.0,1.8,6.39,"Miley, Wade",660821,489119,strikeout,called_strike,,,,,14.0,Jesus Sanchez called out on strikes.,R,L,L,MIA,CIN,S,2.0,,2,2,2021,-0.29,0.36,0.88,1.78,,595751.0,,2,4,Bot,,,,,,,-1.5790677941850713,-123.79534945381678,-5.264838834398608,-2.660675372993305,24.22467769930838,-27.62372492251157,3.45,1.75,,,,85.5,2329.0,6.5,632742,571466,458015,663697,519058,571657,621011,571980,592206,53.98,,0.0,0.0,1.0,0.0,0.0,,35,5,Cutter,0,5,0,5,5,0,0,5,Strategic,Standard,174.0,-0.015,-0.259,,,,0.259,,-5,-5,0.072,0.072,34,23,35,24,2,1,6.0,1.0,5.0,1.0,2.78,-0.29,-0.29,55.3
3018,SL,2021-08-27,79.9,2.04,6.08,"Miley, Wade",660821,489119,,swinging_strike,,,,,7.0,Jesus Sanchez called out on strikes.,R,L,L,MIA,CIN,S,,,2,1,2021,-1.0,0.33,-0.61,1.56,,595751.0,,2,4,Bot,,,,,,,-3.952489185221013,-116.20004564874507,-3.777469055513562,-8.130062993057308,24.17856437045345,-28.655438869247355,3.49,1.6,,,,79.4,2418.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.26,,,,,,,,35,4,Slider,0,5,0,5,5,0,0,5,Strategic,Standard,286.0,0.0,-0.071,,,,0.071,,-5,-5,0.072,0.072,34,23,35,24,2,1,6.0,1.0,5.0,1.0,3.28,-1.0,-1.0,46.1
3019,SL,2021-08-27,79.7,2.09,6.1,"Miley, Wade",660821,489119,,ball,,,,,13.0,Jesus Sanchez called out on strikes.,R,L,L,MIA,CIN,B,,,1,1,2021,-1.22,0.2,-1.49,1.07,,595751.0,,2,4,Bot,,,,,,,-5.591148755788325,-115.77256436047888,-4.567570870022631,-9.613521200497194,24.80384274549544,-29.690747061750116,3.42,1.6,,,,79.5,2418.0,6.6,632742,571466,458015,663697,519058,571657,621011,571980,592206,53.9,,,,,,,,35,3,Slider,0,5,0,5,5,0,0,5,Strategic,Standard,282.0,0.0,0.04,,,,-0.04,,-5,-5,0.072,0.072,34,23,35,24,2,1,6.0,1.0,5.0,1.0,3.45,-1.22,-1.22,45.6
3020,FC,2021-08-27,86.2,1.63,6.41,"Miley, Wade",660821,489119,,ball,,,,,13.0,Jesus Sanchez called out on strikes.,R,L,L,MIA,CIN,B,,,0,1,2021,-0.12,0.5,-1.64,1.23,,595751.0,,2,4,Bot,,,,,,,-7.506864726074832,-125.13655405543564,-7.046460373932332,0.2336314516028879,25.700035042153843,-25.70140306423976,3.45,1.6,,,,85.9,2258.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.23,,,,,,,,35,2,Cutter,0,5,0,5,5,0,0,5,Strategic,Standard,176.0,0.0,0.018,,,,-0.018,,-5,-5,0.072,0.072,34,23,35,24,2,1,6.0,1.0,5.0,1.0,2.59,-0.12,-0.12,56.7
3021,SI,2021-08-27,89.5,1.87,6.37,"Miley, Wade",660821,489119,,called_strike,,,,,9.0,Jesus Sanchez called out on strikes.,R,L,L,MIA,CIN,S,,,0,0,2021,1.05,1.31,0.63,1.97,,595751.0,,2,4,Bot,,,,,,,-5.2637967736107845,-130.05389630976458,-7.594772744517176,13.020001690831252,27.750694085752198,-15.915579548920595,3.43,1.6,,,,89.3,2009.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.23,,,,,,,,35,1,Sinker,0,5,0,5,5,0,0,5,Strategic,Standard,153.0,0.0,-0.045,,,,0.045,,-5,-5,0.072,0.072,34,23,35,24,2,1,6.0,1.0,5.0,1.0,1.55,1.05,1.05,53.2
3022,CH,2021-08-27,82.2,2.11,6.18,"Miley, Wade",605119,489119,strikeout,swinging_strike,,,,,9.0,Brian Anderson strikes out swinging.,R,R,L,MIA,CIN,S,2.0,,3,2,2021,1.31,0.69,0.62,1.71,,595751.0,,1,4,Bot,,,,,,,-5.906939218174276,-119.4631223287434,-4.86890598654716,13.700057362911512,24.244812056488332,-24.783474169061414,3.49,1.6,,,,81.8,1836.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.27,,0.0,0.0,1.0,0.0,0.0,,34,6,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,131.0,-0.02,-0.379,,,,0.379,,-5,-5,0.092,0.092,34,28,35,28,2,1,6.0,1.0,5.0,1.0,2.7,1.31,-1.31,46.1
3023,SL,2021-08-27,78.8,2.35,6.01,"Miley, Wade",605119,489119,,blocked_ball,,,,,13.0,Brian Anderson strikes out swinging.,R,R,L,MIA,CIN,B,,,2,2,2021,-1.36,0.16,-0.98,0.46,,595751.0,,1,4,Bot,,,,,,,-4.685399510441945,-114.5693570060784,-5.427020860877453,-10.842867356935944,24.04109170230138,-29.836555245365076,3.29,1.6,,,,78.1,2427.0,6.1,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.35,,,,,,,,34,5,Slider,0,5,0,5,5,0,0,5,Standard,Standard,292.0,0.0,0.064,,,,-0.064,,-5,-5,0.092,0.092,34,28,35,28,2,1,6.0,1.0,5.0,1.0,3.55,-1.36,1.36,42.1
3024,FC,2021-08-27,83.6,1.71,6.4,"Miley, Wade",605119,489119,,foul,,,,,4.0,Brian Anderson strikes out swinging.,R,R,L,MIA,CIN,S,,,2,1,2021,-0.33,0.4,-0.31,2.24,,595751.0,,1,4,Bot,,,,,,,-3.9759923833117328,-121.6265938611658,-3.897132957078399,-2.4506696281261324,24.810688542989556,-27.683457532297638,3.49,1.6,5.0,71.0,-24.0,83.3,2235.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.33,,,,,,,,34,4,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,203.0,0.0,-0.076,,,,0.076,88.0,-5,-5,0.092,0.092,34,28,35,28,2,1,6.0,1.0,5.0,1.0,2.88,-0.33,0.33,56.8
3025,FC,2021-08-27,84.3,1.5,6.52,"Miley, Wade",605119,489119,,ball,,,,,11.0,Brian Anderson strikes out swinging.,R,R,L,MIA,CIN,B,,,1,1,2021,-0.27,0.37,-1.4,3.81,,595751.0,,1,4,Bot,,,,,,,-6.194033697642219,-122.70666739875514,-0.6676986640475265,-1.588123852999125,23.46908215706713,-28.544540870733705,3.37,1.6,,,,84.4,2267.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.24,,,,,,,,34,3,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,195.0,0.0,0.05,,,,-0.05,,-5,-5,0.092,0.092,34,28,35,28,2,1,6.0,1.0,5.0,1.0,2.83,-0.27,0.27,58.8
3026,FC,2021-08-27,85.0,1.81,6.39,"Miley, Wade",605119,489119,,swinging_strike,,,,,5.0,Brian Anderson strikes out swinging.,R,R,L,MIA,CIN,S,,,1,0,2021,-0.13,0.54,0.12,2.71,,595751.0,,1,4,Bot,,,,,,,-3.703102749521793,-123.676986832132,-3.345826099511495,-0.4914335632355079,26.46585599278916,-26.17059305328761,3.49,1.6,,,,84.6,2203.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.29,,,,,,,,34,2,Cutter,0,5,0,5,5,0,0,5,Infield shade,Strategic,182.0,0.0,-0.046,,,,0.046,,-5,-5,0.092,0.092,34,28,35,28,2,1,6.0,1.0,5.0,1.0,2.63,-0.13,0.13,56.3
3027,FC,2021-08-27,84.1,1.64,6.51,"Miley, Wade",605119,489119,,ball,,,,,11.0,Brian Anderson strikes out swinging.,R,R,L,MIA,CIN,B,,,0,0,2021,-0.39,0.36,-1.0,2.72,,595751.0,,1,4,Bot,,,,,,,-5.333671754084354,-122.41245945363372,-3.071719646925183,-2.7844865656889444,25.33444671640376,-28.19238056640947,3.4,1.6,,,,83.7,2220.0,6.1,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.39,,,,,,,,34,1,Cutter,0,5,0,5,5,0,0,5,Standard,Strategic,181.0,0.0,0.032,,,,-0.032,,-5,-5,0.092,0.092,34,28,35,28,2,1,6.0,1.0,5.0,1.0,2.88,-0.39,0.39,56.9
3028,CH,2021-08-27,82.5,1.99,6.23,"Miley, Wade",595751,489119,double,hit_into_play,,,,,5.0,Jorge Alfaro doubles (14) on a sharp ground ball to center fielder Tyler Naquin.,R,R,L,MIA,CIN,X,8.0,ground_ball,1,0,2021,1.73,0.62,0.26,2.37,,,,1,4,Bot,116.36,111.55,,,,,-7.266282699292788,-119.85978638670832,-3.373232293261535,18.141531200847925,26.25765829053107,-25.693791491176764,3.49,1.6,111.0,111.3,6.0,81.6,1873.0,6.0,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.46,0.671,0.61,1.25,1.0,1.0,1.0,4.0,33,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,128.0,0.022,0.384,,,0.75,-0.384,111.3,-5,-5,0.07,0.07,34,28,35,28,2,1,6.0,1.0,5.0,1.0,2.77,1.73,-1.73,48.6
3029,FC,2021-08-27,87.5,1.68,6.46,"Miley, Wade",595751,489119,,ball,,,,,13.0,Jorge Alfaro doubles (14) on a sharp ground ball to center fielder Tyler Naquin.,R,R,L,MIA,CIN,B,,,0,0,2021,-0.19,0.71,-0.76,1.5,,,,1,4,Bot,,,,,,,-5.501545433228543,-127.15721926551748,-7.176303434561442,-0.7307703461956834,29.484573272745628,-23.10754139460685,3.58,1.72,,,,86.8,2287.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.3,,,,,,,,33,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,177.0,0.0,0.026,,,,-0.026,,-5,-5,0.07,0.07,34,28,35,28,2,1,6.0,1.0,5.0,1.0,2.31,-0.19,0.19,57.5
3030,FF,2021-08-27,91.0,1.82,6.4,"Miley, Wade",542583,489119,strikeout,called_strike,,,,,7.0,Jesus Aguilar called out on strikes.,R,R,L,MIA,CIN,S,2.0,,3,2,2021,0.42,1.74,-0.79,1.6,,,,0,4,Bot,,,,,,,-7.422728012565573,-131.95352972590098,-9.759891290886335,6.633228777987962,30.460162004030703,-9.895239159543738,3.51,1.6,,,,90.3,2361.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.23,,0.0,0.0,1.0,0.0,0.0,,32,6,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,154.0,-0.013,-0.318,,,,0.318,,-5,-5,0.083,0.083,34,31,35,31,2,1,6.0,1.0,5.0,1.0,1.05,0.42,-0.42,56.0
3031,SL,2021-08-27,78.1,2.24,5.92,"Miley, Wade",542583,489119,,ball,,,,,13.0,Jesus Aguilar called out on strikes.,R,R,L,MIA,CIN,B,,,2,2,2021,-1.35,0.34,-0.65,1.43,,,,0,4,Bot,,,,,,,-3.73079749862412,-113.70207062878418,-3.339991174124705,-10.846246863024904,22.866450354425645,-28.841733271628065,3.55,1.6,,,,77.7,2380.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.3,,,,,,,,32,5,Slider,0,5,0,5,5,0,0,5,Standard,Standard,298.0,0.0,0.101,,,,-0.101,,-5,-5,0.083,0.083,34,31,35,31,2,1,6.0,1.0,5.0,1.0,3.43,-1.35,1.35,42.9
3032,FC,2021-08-27,87.1,1.79,6.46,"Miley, Wade",542583,489119,,foul,,,,,4.0,Jesus Aguilar called out on strikes.,R,R,L,MIA,CIN,S,,,2,1,2021,-0.01,0.72,-0.68,2.2,,,,0,4,Bot,,,,,,,-5.903963344285739,-126.7675650323217,-5.58110645496263,1.0204228311964112,24.654522573538248,-23.446715686888243,3.49,1.6,4.0,76.4,-25.0,87.3,2173.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.18,,,,,,,,32,4,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,167.0,0.0,-0.066,,,,0.066,88.0,-5,-5,0.083,0.083,34,31,35,31,2,1,6.0,1.0,5.0,1.0,2.27,-0.01,0.01,53.9
3033,CH,2021-08-27,81.6,2.04,6.18,"Miley, Wade",542583,489119,,foul,,,,,6.0,Jesus Aguilar called out on strikes.,R,R,L,MIA,CIN,S,,,2,0,2021,1.41,0.65,0.62,2.42,,,,0,4,Bot,,,,,,,-5.913946907195838,-118.72603870372444,-3.105052690582801,14.516330943039764,22.925710721817055,-25.67443956032521,3.49,1.6,180.0,73.9,62.0,81.5,1827.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.27,,,,,,,,32,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,132.0,0.0,-0.067,,,,0.067,88.0,-5,-5,0.083,0.083,34,31,35,31,2,1,6.0,1.0,5.0,1.0,2.78,1.41,-1.41,49.0
3034,CH,2021-08-27,82.0,2.12,6.15,"Miley, Wade",542583,489119,,ball,,,,,14.0,Jesus Aguilar called out on strikes.,R,R,L,MIA,CIN,B,,,1,0,2021,1.56,0.6,0.27,0.89,,,,0,4,Bot,,,,,,,-7.174025368730943,-119.10585865469382,-6.44494589618624,16.278794231028268,23.8358396550065,-25.35147658401956,3.53,1.6,,,,81.7,1837.0,6.3,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.2,,,,,,,,32,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,126.0,0.0,0.07,,,,-0.07,,-5,-5,0.083,0.083,34,31,35,31,2,1,6.0,1.0,5.0,1.0,2.81,1.56,-1.56,46.9
3035,CH,2021-08-27,82.9,2.12,6.27,"Miley, Wade",542583,489119,,ball,,,,,14.0,Jesus Aguilar called out on strikes.,R,R,L,MIA,CIN,B,,,0,0,2021,1.45,0.72,1.3,2.49,,,,0,4,Bot,,,,,,,-4.711550627945525,-120.62656084350812,-3.561578208217294,15.09755535578374,23.68614412127175,-24.61011396599053,3.55,1.6,,,,82.7,1856.0,6.2,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.32,,,,,,,,32,1,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,132.0,0.0,0.038,,,,-0.038,,-5,-5,0.083,0.083,34,31,35,31,2,1,6.0,1.0,5.0,1.0,2.59,1.45,-1.45,49.8
3036,FC,2021-08-27,85.0,1.74,6.48,"Miley, Wade",665862,489119,field_out,hit_into_play,,,,,1.0,Jazz Chisholm grounds out to first baseman Joey Votto.,R,L,L,MIA,CIN,X,3.0,ground_ball,0,0,2021,-0.42,0.53,-0.31,2.85,,605507.0,,2,3,Bot,166.07,155.48,,,,,-3.935835144900134,-123.76876653945844,-3.218655639127136,-3.5177098460320804,25.517766846725017,-26.31459165701934,3.32,1.51,7.0,83.1,-23.0,84.6,2157.0,6.1,632742,571466,458015,663697,519058,571657,621011,571980,592206,54.42,0.071,0.077,0.0,1.0,0.0,0.0,2.0,23,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,180.0,-0.04,-0.317,,,0.091,0.317,88.0,-1,-1,0.411,0.411,34,23,35,23,2,1,6.0,1.0,5.0,1.0,2.63,-0.42,-0.42,56.2
